Time (usec),Events Raised,Messages Generated,Messages Delivered,Average Delivery Time (usec),Frames Transmitted,Frames Received,Bytes Received (Physical),Bytes Received (Application),Efficiency (AL/PL)
10000000,5,2,2,2509207,4,3,148,100,0.6756756756756757
20000000,10,4,3,2509207,7,6,246,150,0.6097560975609756
30000000,14,5,5,2509207,10,9,394,250,0.6345177664974619
40000000,20,7,7,2509207,14,13,558,350,0.6272401433691757
50000000,25,9,8,2509207,17,16,656,400,0.6097560975609756
60000000,29,10,10,2509207,20,19,804,500,0.6218905472636815
70000000,34,11,11,2509207,23,22,902,550,0.6097560975609756
80000000,39,12,12,2509207,26,26,1066,600,0.5628517823639775
90000000,44,14,14,2509207,30,29,1214,700,0.5766062602965404
100000000,49,16,15,2509207,33,32,1312,750,0.5716463414634146
110000000,52,16,16,2979677,35,34,1444,800,0.554016620498615
120000000,57,18,17,2952002,38,37,1542,850,0.5512321660181583
130000000,62,19,19,2905392,41,41,1706,950,0.5568581477139508
140000000,66,20,20,2885583,44,43,1788,1000,0.5592841163310962
150000000,71,21,21,2867660,47,47,1952,1050,0.5379098360655737
160000000,75,22,22,2851367,50,49,2034,1100,0.5408062930186824
170000000,81,24,23,2836490,54,53,2198,1150,0.5232029117379435
180000000,85,25,25,2810307,57,56,2346,1250,0.5328218243819267
190000000,90,26,26,2798727,60,59,2444,1300,0.5319148936170213
200000000,94,27,26,2798727,62,62,2592,1300,0.5015432098765432
210000000,98,28,27,3066801,65,64,2674,1350,0.5048616305160808
220000000,103,29,29,3028346,68,68,2838,1450,0.51092318534179
230000000,106,30,29,3028346,70,69,2904,1450,0.49931129476584024
240000000,111,31,31,3237676,73,73,3068,1550,0.5052151238591917
250000000,116,33,33,3193527,77,76,3216,1650,0.5130597014925373
260000000,120,34,33,3193527,79,78,3298,1650,0.5003032140691328
270000000,124,35,35,3369495,82,81,3446,1750,0.5078351712130006
280000000,129,37,36,3345598,85,84,3544,1800,0.5079006772009029
290000000,133,38,37,3322993,87,87,3692,1850,0.5010834236186349
300000000,138,39,39,3474273,91,90,3840,1950,0.5078125
310000000,143,41,40,3450147,94,93,3938,2000,0.5078720162519045
320000000,147,41,41,3427197,96,96,4086,2050,0.5017131669114048
330000000,150,41,41,3427197,98,98,4168,2050,0.4918426103646833
340000000,154,42,42,3405340,101,100,4250,2100,0.49411764705882355
350000000,159,43,43,3384500,104,104,4414,2150,0.4870865428183054
360000000,164,45,45,3345598,108,107,4562,2250,0.49320473476545373
370000000,169,47,46,3327415,111,110,4660,2300,0.49356223175965663
380000000,173,48,47,3310007,113,113,4808,2350,0.4887687188019967
390000000,177,49,48,3450147,116,115,4890,2400,0.49079754601226994
400000000,183,51,50,3412509,120,119,5054,2500,0.4946576968737634
410000000,187,51,51,3394797,123,122,5202,2550,0.49019607843137253
420000000,192,53,52,3377767,126,125,5300,2600,0.49056603773584906
430000000,195,53,53,3503408,128,127,5432,2650,0.4878497790868925
440000000,198,54,53,3503408,129,129,5514,2650,0.480594849474066
450000000,203,55,55,3604119,133,132,5662,2750,0.485694101024373
460000000,207,56,56,3584567,135,135,5760,2800,0.4861111111111111
470000000,212,57,57,3565701,139,138,5908,2850,0.48239675016926203
480000000,217,58,58,3547485,142,141,6006,2900,0.4828504828504829
490000000,221,59,59,3529887,145,144,6154,2950,0.4793630159246019
500000000,226,61,60,3512876,148,147,6252,3000,0.4798464491362764
510000000,232,63,62,3480500,152,151,6416,3100,0.48316708229426436
520000000,236,64,63,3465082,154,154,6564,3150,0.47989031078610606
530000000,240,65,64,3567764,157,156,6646,3200,0.48149262714414687
540000000,244,66,66,3535687,160,159,6794,3300,0.485722696496909
550000000,250,68,68,3505496,164,163,6958,3400,0.48864616269042827
560000000,254,69,69,3491057,166,166,7056,3450,0.48894557823129253
570000000,259,70,70,3477031,170,169,7204,3500,0.4858411993337035
580000000,264,72,71,3463399,173,172,7302,3550,0.4861681731032594
590000000,268,73,73,3437257,176,175,7450,3650,0.4899328859060403
600000000,274,75,75,3412509,180,179,7614,3750,0.4925137903861308
610000000,278,75,75,3412509,182,182,7712,3750,0.4862551867219917
620000000,283,77,77,3389047,186,185,7860,3850,0.48982188295165396
630000000,288,79,78,3377767,189,188,7958,3900,0.4900728826338276
640000000,292,80,79,3366772,191,191,8106,3950,0.4872933629410313
650000000,296,81,80,3450147,194,193,8188,4000,0.48851978505129456
660000000,301,82,82,3427197,197,197,8352,4100,0.49090038314176243
670000000,305,83,83,3416137,200,199,8434,4150,0.49205596395541856
680000000,311,85,84,3405340,204,203,8598,4200,0.4884856943475227
690000000,315,86,86,3384500,207,206,8746,4300,0.4916533272353076
700000000,321,88,88,3364607,211,210,8910,4400,0.49382716049382713
710000000,326,90,89,3354995,214,213,9008,4450,0.49400532859680285
720000000,329,90,90,3429237,216,215,9140,4500,0.4923413566739606
730000000,334,92,91,3419127,219,218,9238,4550,0.4925308508335137
740000000,339,93,93,3399559,222,222,9402,4650,0.49457562220804085
750000000,344,95,95,3380814,226,225,9550,4750,0.4973821989528796
760000000,348,95,95,3380814,228,228,9648,4750,0.4923300165837479
770000000,353,97,97,3362843,232,231,9796,4850,0.4951000408329931
780000000,357,98,97,3362843,234,233,9878,4850,0.4909900789633529
790000000,361,99,99,3421633,237,236,10026,4950,0.49371633752244165
800000000,366,101,100,3412509,240,239,10124,5000,0.4938759383642829
810000000,372,103,102,3394797,244,243,10288,5100,0.49572317262830484
820000000,376,104,104,3377767,247,246,10436,5200,0.4982752012265236
830000000,381,106,105,3369495,250,249,10534,5250,0.4983861780899943
840000000,387,108,107,3353415,254,253,10698,5350,0.5000934754159656
850000000,391,109,109,3337925,257,256,10846,5450,0.5024893970127235
860000000,396,111,110,3330391,260,259,10944,5500,0.5025584795321637
870000000,400,111,111,3322993,263,262,11092,5550,0.500360620266859
880000000,404,112,111,3322993,265,264,11174,5550,0.4966887417218543
890000000,407,112,112,3450147,267,266,11306,5600,0.4953122235980895
900000000,411,113,113,3441820,269,269,11404,5650,0.49544019642230797
910000000,416,114,114,3433639,273,272,11552,5700,0.4934210526315789
920000000,421,116,115,3425600,276,275,11650,5750,0.49356223175965663
930000000,426,117,117,3409936,279,279,11814,5850,0.4951752158456069
940000000,431,119,119,3394797,283,282,11962,5950,0.49740846012372514
950000000,436,121,120,3387417,286,285,12060,6000,0.4975124378109453
960000000,441,122,122,3373021,289,289,12224,6100,0.49901832460732987
970000000,444,123,122,3373021,291,290,12290,6100,0.4963384865744508
980000000,449,124,124,3419794,294,294,12454,6200,0.49783202184037256
990000000,454,126,125,3412509,297,297,12602,6250,0.4959530233296302
1000000000,457,126,126,3465082,299,299,12684,6300,0.4966887417218543
1010000000,462,128,128,3450147,303,302,12832,6400,0.49875311720698257
1020000000,467,129,128,3450147,306,305,12930,6400,0.49497293116782676
1030000000,471,129,129,3442853,309,308,13078,6450,0.4931946780853341
1040000000,476,131,130,3435671,312,311,13176,6500,0.4933211900425015
1050000000,480,132,132,3421633,315,314,13324,6600,0.4953467427199039
1060000000,486,134,134,3408015,319,318,13488,6700,0.49673784104389085
1070000000,491,136,135,3401357,322,321,13586,6750,0.49683497718239367
1080000000,495,137,137,3388333,325,324,13734,6850,0.49876219600990246
1090000000,501,139,139,3375684,329,328,13898,6950,0.5000719527989639
1100000000,506,141,140,3369495,332,331,13996,7000,0.5001428979708488
1110000000,510,142,141,3363393,334,334,14144,7050,0.4984445701357466
1120000000,514,143,142,3410389,337,336,14226,7100,0.49908618023337553
1130000000,519,144,144,3397872,340,340,14390,7200,0.5003474635163307
1140000000,524,146,145,3391744,343,343,14538,7250,0.49869308020360437
1150000000,527,146,146,3437257,345,345,14620,7300,0.4993160054719562
1160000000,530,147,146,3437257,347,346,14686,7300,0.49707204139997274
1170000000,535,148,148,3475578,350,350,14850,7400,0.4983164983164983
1180000000,539,149,149,3469092,353,352,14932,7450,0.498928475756764
1190000000,545,151,150,3462693,357,356,15096,7500,0.4968203497615262
1200000000,549,152,152,3450147,360,359,15244,7600,0.4985568092364209
1210000000,554,154,153,3443997,363,362,15342,7650,0.4986312084473993
1220000000,557,154,154,3486807,365,364,15474,7700,0.4976088923355306
1230000000,561,155,154,3486807,367,366,15556,7700,0.49498585754692725
1240000000,564,155,154,3486807,368,368,15688,7700,0.4908210096889342
1250000000,566,155,154,3486807,369,369,15754,7700,0.48876475815665865
1260000000,569,155,154,3486807,371,370,15820,7700,0.48672566371681414
1270000000,574,156,156,3715540,374,374,15984,7800,0.487987987987988
1280000000,577,157,156,3715540,376,375,16050,7800,0.48598130841121495
1290000000,582,158,158,3747913,379,379,16214,7900,0.4872332552115456
1300000000,586,159,159,3740122,382,381,16296,7950,0.4878497790868925
1310000000,590,160,159,3740122,384,384,16444,7950,0.4834590124057407
1320000000,594,161,160,3779476,387,386,16526,8000,0.4840856831659204
1330000000,600,163,162,3763794,391,390,16690,8100,0.4853205512282804
1340000000,604,164,164,3748494,394,393,16838,8200,0.4869937047155244
1350000000,610,166,166,3733562,398,397,17002,8300,0.4881778614280673
1360000000,615,168,167,3726231,401,400,17100,8350,0.48830409356725146
1370000000,619,169,169,3711828,404,403,17248,8450,0.48991187384044527
1380000000,624,170,169,3711828,407,406,17346,8450,0.48714401014643144
1390000000,628,171,171,3697763,410,409,17494,8550,0.4887389962272779
1400000000,634,173,173,3684022,414,413,17658,8650,0.48986295163665194
1410000000,638,174,174,3677270,416,416,17756,8700,0.489975219644064
1420000000,643,175,175,3670596,420,419,17904,8750,0.48871760500446826
1430000000,646,175,175,3670596,421,421,17986,8750,0.48648949182697654
1440000000,651,176,176,3663997,425,424,18134,8800,0.4852762766074777
1450000000,656,178,177,3657473,428,427,18232,8850,0.48541026766125495
1460000000,660,179,179,3644643,431,430,18380,8950,0.48694232861806314
1470000000,666,181,181,3632097,435,434,18544,9050,0.4880284728213978
1480000000,669,181,181,3632097,436,436,18626,9050,0.48587995275421453
1490000000,673,182,181,3632097,439,438,18708,9050,0.48375026726534104
1500000000,678,183,183,3619825,442,442,18872,9150,0.4848452734209411
1510000000,683,185,185,3607818,446,445,19020,9250,0.4863301787592008
1520000000,688,187,186,3601911,449,448,19118,9300,0.4864525577989329
1530000000,691,187,187,3636322,451,450,19250,9350,0.4857142857142857
1540000000,696,189,188,3630327,454,453,19348,9400,0.48583832954310524
1550000000,702,191,190,3618526,458,457,19512,9500,0.486879868798688
1560000000,705,191,191,3652129,460,459,19644,9550,0.4861535328853594
1570000000,709,191,191,3652129,462,462,19742,9550,0.48374024921487185
1580000000,713,192,191,3652129,465,464,19824,9550,0.48173930589184827
1590000000,718,193,193,3640285,468,468,19988,9650,0.48278967380428256
1600000000,723,195,195,3628684,472,471,20136,9750,0.484207389749702
1610000000,728,197,196,3622973,475,474,20234,9800,0.4843333003854898
1620000000,732,198,198,3611722,478,477,20382,9900,0.485722696496909
1630000000,736,199,198,3611722,480,479,20464,9900,0.48377638780297105
1640000000,741,200,200,3638335,483,483,20628,10000,0.48477797168896647
1650000000,746,202,202,3627155,487,486,20776,10100,0.48613785136696186
1660000000,751,204,203,3621648,490,489,20874,10150,0.4862508383635144
1670000000,755,205,204,3616195,492,492,21022,10200,0.48520597469317855
1680000000,759,205,205,3647515,495,494,21104,10250,0.4856899166034875
1690000000,763,206,206,3641989,498,497,21252,10300,0.48466026726896294
1700000000,768,208,207,3636517,501,500,21350,10350,0.4847775175644028
1710000000,772,208,208,3631097,504,503,21498,10400,0.4837659317145781
1720000000,778,210,210,3620412,508,507,21662,10500,0.48471978580001845
1730000000,783,212,211,3615146,511,510,21760,10550,0.48483455882352944
1740000000,787,213,213,3604761,514,513,21908,10650,0.4861237903962023
1750000000,793,215,215,3594570,518,517,22072,10750,0.487042406669083
1760000000,798,217,216,3589545,521,520,22170,10800,0.4871447902571042
1770000000,802,218,218,3579634,524,523,22318,10900,0.4883950174746841
1780000000,807,219,219,3574746,527,526,22416,10950,0.48849036402569596
1790000000,812,220,220,3569903,530,530,22580,11000,0.4871567759078831
1800000000,816,221,220,3569903,533,532,22662,11000,0.4853940517165299
1810000000,822,223,222,3560347,537,536,22826,11100,0.4862875668097783
1820000000,826,224,224,3550962,540,539,22974,11200,0.4875076173065204
1830000000,831,226,225,3546332,543,542,23072,11250,0.4876040221914008
1840000000,836,227,227,3537194,546,546,23236,11350,0.488466173179549
1850000000,841,229,229,3528216,550,549,23384,11450,0.4896510434485118
1860000000,846,231,230,3523786,553,552,23482,11500,0.48973681969167876
1870000000,849,231,231,3551980,555,554,23614,11550,0.48911662573049886
1880000000,854,233,232,3547485,558,557,23712,11600,0.4892037786774629
1890000000,859,234,234,3538611,561,561,23876,11700,0.49003183112749205
1900000000,864,235,235,3534231,565,564,24024,11750,0.4890942390942391
1910000000,869,237,236,3529887,568,567,24122,11800,0.4891800016582373
1920000000,874,238,238,3521310,571,571,24286,11900,0.4899942353619369
1930000000,878,239,239,3517076,574,573,24368,11950,0.4903972422849639
1940000000,883,240,240,3512876,577,577,24532,12000,0.4891570194032284
1950000000,887,241,241,3508711,580,579,24614,12050,0.4895587876818071
1960000000,893,243,242,3504581,584,583,24778,12100,0.48833642747598677
1970000000,897,244,244,3496423,587,586,24926,12200,0.4894487683543288
1980000000,902,246,245,3492393,590,589,25024,12250,0.48953005115089515
1990000000,908,248,247,3484432,594,593,25188,12350,0.4903128473876449
2000000000,912,249,249,3476599,597,596,25336,12450,0.49139564256394064
2010000000,917,251,250,3472729,600,599,25434,12500,0.49146811354879294
2020000000,922,252,252,3465082,603,603,25598,12600,0.4922259551527463
2030000000,925,253,252,3465082,605,604,25664,12600,0.49096009975062344
2040000000,930,254,254,3487192,608,608,25828,12700,0.4917144184605854
2050000000,935,256,256,3479551,612,611,25976,12800,0.4927625500461965
2060000000,940,258,257,3475775,615,614,26074,12850,0.49282810462529725
2070000000,945,259,259,3468312,618,618,26238,12950,0.49355896028660723
2080000000,949,260,260,3464623,621,620,26320,13000,0.4939209726443769
2090000000,955,262,261,3460962,625,624,26484,13050,0.49275033982782057
2100000000,959,263,263,3453724,628,627,26632,13150,0.49376689696605586
2110000000,964,265,264,3450147,631,630,26730,13200,0.49382716049382713
2120000000,969,266,266,3443072,634,634,26894,13300,0.49453409682457056
2130000000,974,268,268,3436103,638,637,27042,13400,0.4955254788846979
2140000000,979,270,269,3432657,641,640,27140,13450,0.49557848194546794
2150000000,984,271,271,3425842,644,644,27304,13550,0.4962642836214474
2160000000,989,273,273,3419127,648,647,27452,13650,0.49723153140026227
2170000000,993,274,273,3419127,650,649,27534,13650,0.49575070821529743
2180000000,997,275,275,3439882,653,652,27682,13750,0.4967126652698504
2190000000,1003,277,277,3433162,657,656,27846,13850,0.49737843855490915
2200000000,1008,279,278,3429839,660,659,27944,13900,0.4974234182651016
2210000000,1012,280,280,3423263,663,662,28092,14000,0.49836252313826
2220000000,1017,282,281,3420010,666,665,28190,14050,0.49840368925150763
2230000000,1022,283,283,3413573,669,669,28354,14150,0.49904775340339985
2240000000,1026,283,283,3413573,672,671,28436,14150,0.4976086650724434
2250000000,1031,284,284,3410389,675,675,28600,14200,0.4965034965034965
2260000000,1036,286,286,3404087,679,678,28748,14300,0.49742590788924446
2270000000,1041,288,287,3400969,682,681,28846,14350,0.49746931983637244
2280000000,1045,288,288,3397872,685,684,28994,14400,0.4966544802372905
2290000000,1050,290,289,3394797,688,687,29092,14450,0.49670012374535955
2300000000,1056,292,291,3388711,692,691,29256,14550,0.4973338802296965
2310000000,1059,292,291,3388711,693,693,29388,14550,0.4951000408329931
2320000000,1062,292,292,3437257,695,695,29470,14600,0.49541907024092297
2330000000,1067,294,294,3430944,699,698,29618,14700,0.49631980552366806
2340000000,1072,296,295,3427819,702,701,29716,14750,0.49636559429263694
2350000000,1076,297,297,3421633,705,704,29864,14850,0.49725421912670775
2360000000,1081,298,297,3421633,708,707,29962,14850,0.4956277952072625
2370000000,1086,299,299,3415530,711,711,30126,14950,0.496249087167231
2380000000,1091,301,300,3412509,714,714,30274,15000,0.4954746647288102
2390000000,1094,301,301,3434517,716,716,30356,15050,0.4957833706680722
2400000000,1099,303,303,3428409,720,719,30504,15150,0.49665617623918173
2410000000,1104,305,304,3425385,723,722,30602,15200,0.4966995621201229
2420000000,1110,307,306,3419397,727,726,30766,15300,0.49730221673275693
2430000000,1114,308,308,3413487,730,729,30914,15400,0.4981561751957042
2440000000,1119,310,309,3410560,733,732,31012,15450,0.4981942473881078
2450000000,1124,311,311,3404764,736,736,31176,15550,0.4987811136771876
2460000000,1129,312,312,3401893,740,739,31324,15600,0.49802068701315283
2470000000,1134,314,313,3399041,743,742,31422,15650,0.4980586849977723
2480000000,1138,315,315,3393392,746,745,31570,15750,0.49889135254988914
2490000000,1143,317,316,3390594,749,748,31668,15800,0.4989263609953265
2500000000,1147,317,317,3387813,752,751,31816,15850,0.4981770178526527
2510000000,1152,319,318,3385050,755,754,31914,15900,0.49821394999059976
2520000000,1155,319,319,3405902,757,756,32046,15950,0.49772202458965237
2530000000,1161,321,320,3403100,760,760,32210,16000,0.49674014281279105
2540000000,1164,321,321,3423765,762,762,32292,16050,0.4970271274619101
2550000000,1169,323,323,3418102,766,765,32440,16150,0.4978421701602959
2560000000,1172,324,323,3418102,767,767,32522,16150,0.4965869257733227
2570000000,1175,324,323,3418102,769,768,32588,16150,0.49558119553209773
2580000000,1181,326,325,3458832,773,772,32752,16250,0.49615290669272105
2590000000,1185,327,327,3453024,776,775,32900,16350,0.4969604863221885
2600000000,1189,328,327,3453024,778,777,32982,16350,0.49572494087684194
2610000000,1192,328,328,3496046,780,779,33114,16400,0.4952588029232349
2620000000,1197,330,329,3493047,783,782,33212,16450,0.4953029025653378
2630000000,1201,331,331,3487102,786,785,33360,16550,0.49610311750599523
2640000000,1207,333,333,3481229,790,789,33524,16650,0.4966591098914211
2650000000,1210,334,333,3481229,791,791,33606,16650,0.49544724156400644
2660000000,1215,335,335,3497896,795,794,33754,16750,0.49623748296498194
2670000000,1220,337,336,3494953,798,797,33852,16800,0.49627791563275436
2680000000,1225,338,338,3489121,801,801,34016,16900,0.4968250235183443
2690000000,1230,340,340,3483356,805,804,34164,17000,0.49759981266830583
2700000000,1233,341,340,3483356,806,806,34246,17000,0.4964083396601063
2710000000,1238,342,342,3499670,810,809,34394,17100,0.49717974065243936
2720000000,1243,344,343,3496782,813,812,34492,17150,0.4972167459120956
2730000000,1247,345,344,3493911,815,815,34640,17200,0.49653579676674364
2740000000,1250,345,344,3493911,817,816,34706,17200,0.4955915403676598
2750000000,1254,346,346,3531731,820,819,34854,17300,0.4963562288403053
2760000000,1259,348,347,3528784,823,822,34952,17350,0.4963950560769055
2770000000,1263,349,348,3525855,825,825,35100,17400,0.49572649572649574
2780000000,1268,350,350,3541552,829,828,35248,17500,0.4964820699046754
2790000000,1273,352,351,3538611,832,831,35346,17550,0.49652011543031743
2800000000,1278,353,353,3532779,835,835,35510,17650,0.49704308645451983
2810000000,1283,355,355,3527012,839,838,35658,17750,0.4977845083852151
2820000000,1288,357,356,3524153,842,841,35756,17800,0.4978185479360107
2830000000,1292,357,357,3521310,845,844,35904,17850,0.4971590909090909
2840000000,1296,357,357,3521310,847,847,36002,17850,0.49580578856730184
2850000000,1301,358,358,3518483,851,850,36150,17900,0.4951590594744122
2860000000,1306,360,359,3515672,854,853,36248,17950,0.4951997351578018
2870000000,1310,361,361,3510096,857,856,36396,18050,0.49593361907901967
2880000000,1315,362,361,3510096,860,859,36494,18050,0.49460185235929194
2890000000,1320,363,363,3504581,863,863,36658,18150,0.4951170276610835
2900000000,1325,365,365,3499127,867,866,36806,18250,0.4958430690648264
2910000000,1330,367,366,3496423,870,869,36904,18300,0.4958812052893995
2920000000,1335,368,368,3491057,873,873,37068,18400,0.4963850221215064
2930000000,1340,370,370,3485750,877,876,37216,18500,0.49709802235597594
2940000000,1345,372,371,3483118,880,879,37314,18550,0.4971324435868575
2950000000,1350,373,373,3477896,883,883,37478,18650,0.497625273493783
2960000000,1353,374,373,3477896,885,884,37544,18650,0.49675047943746004
2970000000,1358,375,375,3492803,888,888,37708,18750,0.49724196456985253
2980000000,1362,376,375,3492803,891,890,37790,18750,0.49616300608626623
2990000000,1367,377,377,3487585,894,894,37954,18850,0.49665384412710123
3000000000,1372,379,378,3484996,897,897,38102,18900,0.49603695344076426
3010000000,1376,380,379,3502283,900,899,38184,18950,0.49628116488581603
3020000000,1380,381,381,3497070,903,902,38332,19050,0.4969738077846186
3030000000,1385,382,381,3497070,906,905,38430,19050,0.4957064793130367
3040000000,1389,383,383,3491912,909,908,38578,19150,0.4963969101560475
3050000000,1394,385,384,3489353,912,911,38676,19200,0.4964318957493019
3060000000,1400,387,386,3484274,916,915,38840,19300,0.49691040164778577
3070000000,1404,388,388,3479248,919,918,38988,19400,0.4975890017441264
3080000000,1409,390,389,3476754,922,921,39086,19450,0.49762063142813284
3090000000,1415,392,391,3471805,926,925,39250,19550,0.4980891719745223
3100000000,1419,393,393,3466907,929,928,39398,19650,0.49875628204477385
3110000000,1424,395,394,3464476,932,931,39496,19700,0.49878468705691714
3120000000,1428,395,395,3462057,934,934,39644,19750,0.4981838361416608
3130000000,1432,396,395,3462057,937,936,39726,19750,0.4971555152796657
3140000000,1437,397,397,3457257,940,940,39890,19850,0.4976184507395337
3150000000,1440,398,397,3457257,942,941,39956,19850,0.4967964761237361
3160000000,1444,398,398,3473788,945,944,40104,19900,0.4962098543786156
3170000000,1449,400,399,3471371,948,947,40202,19950,0.49624396796179293
3180000000,1454,401,401,3466572,951,951,40366,20050,0.4967051478967448
3190000000,1458,402,401,3466572,954,953,40448,20050,0.49569818037974683
3200000000,1461,402,402,3482916,956,955,40580,20100,0.49531789058649583
3210000000,1467,404,404,3478095,960,959,40744,20200,0.4957785195366189
3220000000,1470,405,404,3478095,961,961,40826,20200,0.49478273649145155
