Time (usec),Events Raised,Messages Generated,Messages Delivered,Average Delivery Time (usec),Frames Transmitted,Frames Received,Bytes Received (Physical),Bytes Received (Application),Efficiency (AL/PL)
2590000000,519,173,173,2509207,346,346,14186,8650,0.6097560975609756
2600000000,520,174,173,2509207,347,346,14186,8650,0.6097560975609756
2610000000,522,174,174,2509207,348,348,14268,8700,0.6097560975609756
2620000000,525,175,175,2509207,350,350,14350,8750,0.6097560975609756
2630000000,526,176,175,2509207,351,350,14350,8750,0.6097560975609756
2640000000,528,176,176,2509207,352,352,14432,8800,0.6097560975609756
2650000000,531,177,177,2509207,354,354,14514,8850,0.6097560975609756
2660000000,533,178,178,2509207,356,355,14580,8900,0.6104252400548696
2670000000,534,178,178,2509207,356,356,14596,8900,0.6097560975609756
2680000000,536,179,179,2509207,358,357,14662,8950,0.6104214977492839
2690000000,537,179,179,2509207,358,358,14678,8950,0.6097560975609756
2700000000,540,180,180,2509207,360,360,14760,9000,0.6097560975609756
2710000000,542,181,181,2509207,362,361,14826,9050,0.6104141373263187
2720000000,543,181,181,2509207,362,362,14842,9050,0.6097560975609756
2730000000,545,182,182,2509207,364,363,14908,9100,0.610410517842769
2740000000,546,182,182,2509207,364,364,14924,9100,0.6097560975609756
2750000000,549,183,183,2509207,366,366,15006,9150,0.6097560975609756
2760000000,551,184,184,2509207,368,367,15072,9200,0.6104033970276008
2770000000,552,184,184,2509207,368,368,15088,9200,0.6097560975609756
2780000000,555,185,185,2509207,370,370,15170,9250,0.6097560975609756
2790000000,558,186,186,2509207,372,372,15252,9300,0.6097560975609756
2800000000,560,187,187,2509207,374,373,15318,9350,0.6103930016973496
2810000000,561,187,187,2509207,374,374,15334,9350,0.6097560975609756
2820000000,564,188,188,2509207,376,376,15416,9400,0.6097560975609756
2830000000,566,189,189,2509207,378,377,15482,9450,0.6103862550058132
2840000000,567,189,189,2509207,378,378,15498,9450,0.6097560975609756
2850000000,570,190,190,2509207,380,380,15580,9500,0.6097560975609756
2860000000,570,190,190,2509207,380,380,15580,9500,0.6097560975609756
2870000000,573,191,191,2509207,382,382,15662,9550,0.6097560975609756
2880000000,575,192,192,2509207,384,383,15728,9600,0.6103763987792472
2890000000,576,192,192,2509207,384,384,15744,9600,0.6097560975609756
2900000000,579,193,193,2509207,386,386,15826,9650,0.6097560975609756
2910000000,580,194,193,2509207,387,386,15826,9650,0.6097560975609756
2920000000,582,194,194,2509207,388,388,15908,9700,0.6097560975609756
2930000000,584,195,195,2509207,390,389,15974,9750,0.6103668461249531
2940000000,585,195,195,2509207,390,390,15990,9750,0.6097560975609756
2950000000,588,196,196,2509207,392,392,16072,9800,0.6097560975609756
2960000000,591,197,197,2509207,394,394,16154,9850,0.6097560975609756
2970000000,592,198,197,2509207,395,394,16154,9850,0.6097560975609756
2980000000,594,198,198,2509207,396,396,16236,9900,0.6097560975609756
2990000000,597,199,199,2509207,398,398,16318,9950,0.6097560975609756
3000000000,600,200,200,2509207,400,400,16400,10000,0.6097560975609756
3010000000,600,200,200,2509207,400,400,16400,10000,0.6097560975609756
3020000000,603,201,201,2509207,402,402,16482,10050,0.6097560975609756
3030000000,605,202,202,2509207,404,403,16548,10100,0.6103456611070824
3040000000,606,202,202,2509207,404,404,16564,10100,0.6097560975609756
3050000000,609,203,203,2509207,406,406,16646,10150,0.6097560975609756
3060000000,611,204,204,2509207,408,407,16712,10200,0.6103398755385352
3070000000,612,204,204,2509207,408,408,16728,10200,0.6097560975609756
3080000000,615,205,205,2509207,410,410,16810,10250,0.6097560975609756
3090000000,616,206,205,2509207,411,410,16810,10250,0.6097560975609756
3100000000,618,206,206,2509207,412,412,16892,10300,0.6097560975609756
3110000000,621,207,207,2509207,414,414,16974,10350,0.6097560975609756
3120000000,621,207,207,2509207,414,414,16974,10350,0.6097560975609756
3130000000,624,208,208,2509207,416,416,17056,10400,0.6097560975609756
3140000000,627,209,209,2509207,418,418,17138,10450,0.6097560975609756
3150000000,629,210,210,2509207,420,419,17204,10500,0.6103231806556615
3160000000,630,210,210,2509207,420,420,17220,10500,0.6097560975609756
3170000000,633,211,211,2509207,422,422,17302,10550,0.6097560975609756
3180000000,635,212,212,2509207,424,423,17368,10600,0.6103178258866881
3190000000,636,212,212,2509207,424,424,17384,10600,0.6097560975609756
3200000000,639,213,213,2509207,426,426,17466,10650,0.6097560975609756
3210000000,639,213,213,2509207,426,426,17466,10650,0.6097560975609756
3220000000,642,214,214,2509207,428,428,17548,10700,0.6097560975609756
3230000000,644,215,215,2509207,430,429,17614,10750,0.6103099806971727
3240000000,646,216,215,2509207,431,430,17630,10750,0.6097560975609756
3250000000,648,216,216,2509207,432,432,17712,10800,0.6097560975609756
3260000000,651,217,217,2509207,434,434,17794,10850,0.6097560975609756
3270000000,652,218,217,2509207,435,434,17794,10850,0.6097560975609756
3280000000,654,218,218,2509207,436,436,17876,10900,0.6097560975609756
3290000000,656,219,219,2509207,438,437,17942,10950,0.6102998550886188
3300000000,657,219,219,2509207,438,438,17958,10950,0.6097560975609756
3310000000,660,220,220,2509207,440,440,18040,11000,0.6097560975609756
3320000000,661,221,220,2509207,441,440,18040,11000,0.6097560975609756
3330000000,663,221,221,2509207,442,442,18122,11050,0.6097560975609756
3340000000,666,222,222,2509207,444,444,18204,11100,0.6097560975609756
3350000000,668,223,223,2509207,446,445,18270,11150,0.6102900930487137
3360000000,669,223,223,2509207,446,446,18286,11150,0.6097560975609756
3370000000,672,224,224,2509207,448,448,18368,11200,0.6097560975609756
3380000000,673,225,224,2509207,449,448,18368,11200,0.6097560975609756
3390000000,675,225,225,2509207,450,450,18450,11250,0.6097560975609756
3400000000,677,226,226,2509207,452,451,18516,11300,0.6102829984877943
3410000000,679,227,226,2509207,453,452,18532,11300,0.6097560975609756
3420000000,681,227,227,2509207,454,454,18614,11350,0.6097560975609756
3430000000,684,228,228,2509207,456,456,18696,11400,0.6097560975609756
3440000000,685,229,228,2509207,457,456,18696,11400,0.6097560975609756
3450000000,687,229,229,2509207,458,458,18778,11450,0.6097560975609756
3460000000,690,230,230,2509207,460,460,18860,11500,0.6097560975609756
3470000000,692,231,231,2509207,462,461,18926,11550,0.6102715840642502
3480000000,693,231,231,2509207,462,462,18942,11550,0.6097560975609756
3490000000,696,232,232,2509207,464,464,19024,11600,0.6097560975609756
3500000000,698,233,233,2509207,466,465,19090,11650,0.610267155578837
3510000000,699,233,233,2509207,466,466,19106,11650,0.6097560975609756
3520000000,702,234,234,2509207,468,468,19188,11700,0.6097560975609756
3530000000,702,234,234,2509207,468,468,19188,11700,0.6097560975609756
3540000000,705,235,235,2509207,470,470,19270,11750,0.6097560975609756
3550000000,706,236,235,2509207,471,470,19270,11750,0.6097560975609756
3560000000,708,236,236,2509207,472,472,19352,11800,0.6097560975609756
3570000000,710,237,237,2509207,474,473,19418,11850,0.6102585230198785
3580000000,711,237,237,2509207,474,474,19434,11850,0.6097560975609756
3590000000,714,238,238,2509207,476,476,19516,11900,0.6097560975609756
3600000000,716,239,239,2509207,478,477,19582,11950,0.610254315187417
3610000000,718,240,239,2509207,479,478,19598,11950,0.6097560975609756
3620000000,720,240,240,2509207,480,480,19680,12000,0.6097560975609756
3630000000,723,241,241,2509207,482,482,19762,12050,0.6097560975609756
3640000000,725,242,242,2509207,484,483,19828,12100,0.6102481339519871
3650000000,726,242,242,2509207,484,484,19844,12100,0.6097560975609756
3660000000,729,243,243,2509207,486,486,19926,12150,0.6097560975609756
3670000000,730,244,243,2509207,487,486,19926,12150,0.6097560975609756
3680000000,732,244,244,2509207,488,488,20008,12200,0.6097560975609756
3690000000,735,245,245,2509207,490,490,20090,12250,0.6097560975609756
3700000000,737,246,246,2509207,492,491,20156,12300,0.6102401270093273
3710000000,738,246,246,2509207,492,492,20172,12300,0.6097560975609756
3720000000,741,247,247,2509207,494,494,20254,12350,0.6097560975609756
3730000000,741,247,247,2509207,494,494,20254,12350,0.6097560975609756
3740000000,744,248,248,2509207,496,496,20336,12400,0.6097560975609756
3750000000,746,249,249,2509207,498,497,20402,12450,0.6102342907558083
3760000000,747,249,249,2509207,498,498,20418,12450,0.6097560975609756
3770000000,750,250,250,2509207,500,500,20500,12500,0.6097560975609756
3780000000,753,251,251,2509207,502,502,20582,12550,0.6097560975609756
3790000000,753,251,251,2509207,502,502,20582,12550,0.6097560975609756
3800000000,756,252,252,2509207,504,504,20664,12600,0.6097560975609756
3810000000,757,253,252,2509207,505,504,20664,12600,0.6097560975609756
3820000000,759,253,253,2509207,506,506,20746,12650,0.6097560975609756
3830000000,761,254,254,2509207,508,507,20812,12700,0.6102248702671536
3840000000,763,255,254,2509207,509,508,20828,12700,0.6097560975609756
3850000000,765,255,255,2509207,510,510,20910,12750,0.6097560975609756
3860000000,768,256,256,2509207,512,512,20992,12800,0.6097560975609756
3870000000,769,257,256,2509207,513,512,20992,12800,0.6097560975609756
3880000000,772,258,257,2509207,515,514,21074,12850,0.6097560975609756
3890000000,774,258,258,2509207,516,516,21156,12900,0.6097560975609756
3900000000,777,259,259,2509207,518,518,21238,12950,0.6097560975609756
3910000000,778,260,259,2509207,519,518,21238,12950,0.6097560975609756
3920000000,780,260,260,2509207,520,520,21320,13000,0.6097560975609756
3930000000,783,261,261,2509207,522,522,21402,13050,0.6097560975609756
3940000000,784,262,261,2509207,523,522,21402,13050,0.6097560975609756
3950000000,786,262,262,2509207,524,524,21484,13100,0.6097560975609756
3960000000,788,263,263,2509207,526,525,21550,13150,0.6102088167053364
3970000000,789,263,263,2509207,526,526,21566,13150,0.6097560975609756
3980000000,792,264,264,2509207,528,528,21648,13200,0.6097560975609756
3990000000,794,265,265,2509207,530,529,21714,13250,0.61020539743944
4000000000,795,265,265,2509207,530,530,21730,13250,0.6097560975609756
4010000000,798,266,266,2509207,532,532,21812,13300,0.6097560975609756
4020000000,800,267,267,2509207,534,533,21878,13350,0.610202029435963
4030000000,801,267,267,2509207,534,534,21894,13350,0.6097560975609756
4040000000,804,268,268,2509207,536,536,21976,13400,0.6097560975609756
4050000000,804,268,268,2509207,536,536,21976,13400,0.6097560975609756
4060000000,807,269,269,2509207,538,538,22058,13450,0.6097560975609756
4070000000,809,270,270,2509207,540,539,22124,13500,0.610197071054059
4080000000,810,270,270,2509207,540,540,22140,13500,0.6097560975609756
4090000000,813,271,271,2509207,542,542,22222,13550,0.6097560975609756
4100000000,815,272,272,2509207,544,543,22288,13600,0.6101938262742282
4110000000,816,272,272,2509207,544,544,22304,13600,0.6097560975609756
